wrf_date;data;stn_id;temp;rain;windU;windV;pressure
21.12.2023;27.12.2023 15:00;36208;-5.1;1.2;-3.7;7.5;2259.6
21.12.2023;27.12.2023 18:00;36208;-5.6;1.3;-4.4;8.6;2215.8
21.12.2023;27.12.2023 21:00;36208;-4.7;2;-4.5;9.1;2136.2
21.12.2023;28.12.2023 00:00;36208;-4.4;1.6;-5.3;9.5;2068.5
21.12.2023;21.12.2023 00:00;36403;-9;0;-3;1.4;3648
21.12.2023;21.12.2023 03:00;36403;-10;0;-6.7;4.8;3603
21.12.2023;21.12.2023 06:00;36403;-5.7;0;-5.7;5.5;3575.4
21.12.2023;21.12.2023 09:00;36403;-5.3;0;-6.7;5.4;3406.7
21.12.2023;21.12.2023 12:00;36403;-6.1;0;-5;6.4;3391.3
21.12.2023;21.12.2023 15:00;36403;-6.2;0.6;-4.2;6.1;3483.4
21.12.2023;21.12.2023 18:00;36403;-6.1;0.6;-4.5;5.1;3525.1
21.12.2023;21.12.2023 21:00;36403;-5.7;0.5;-5.1;3.6;3605.6
21.12.2023;22.12.2023 00:00;36403;-6.4;0.3;-7.3;3.2;3601.8
21.12.2023;22.12.2023 03:00;36403;-6.7;0.1;-6.3;3.4;3635
21.12.2023;22.12.2023 06:00;36403;-4.4;0;-6.6;3;3536.2
21.12.2023;22.12.2023 09:00;36403;-4.4;0;-7.1;3.2;3392.9
21.12.2023;22.12.2023 12:00;36403;-8.7;0;-4.4;1.9;3343.3
21.12.2023;22.12.2023 15:00;36403;-10.6;0;-3.4;1.3;3259.3
21.12.2023;22.12.2023 18:00;36403;-10.4;0;-2.5;0.3;3082
21.12.2023;22.12.2023 21:00;36403;-10.1;0;-2.4;-0.6;2939.9
21.12.2023;23.12.2023 00:00;36403;-9.1;0;-2;-0.6;2755.1
21.12.2023;23.12.2023 03:00;36403;-9;0;-2.4;-1.2;2706
21.12.2023;23.12.2023 06:00;36403;-3.4;0;0.3;-0.8;2587.9
21.12.2023;23.12.2023 09:00;36403;-1.3;0;-0.6;-0.9;2370.2
21.12.2023;23.12.2023 12:00;36403;-5.2;0;-1.9;0.2;2286
21.12.2023;23.12.2023 15:00;36403;-6.4;0;-2.9;-0.6;2260.1
21.12.2023;23.12.2023 18:00;36403;-6.6;0;-3.3;-1.1;2201.1
21.12.2023;23.12.2023 21:00;36403;-6.2;0;-4;-0.7;2162.9
21.12.2023;24.12.2023 00:00;36403;-5.9;0;-4.8;-0.5;2109.8
21.12.2023;24.12.2023 03:00;36403;-4.3;0;-5;0.9;2110.8
21.12.2023;24.12.2023 06:00;36403;0.8;0;-5.2;2.7;2082
21.12.2023;24.12.2023 09:00;36403;0.8;0;-4.7;2.5;1975.1
21.12.2023;24.12.2023 12:00;36403;-5;0;-4.9;1.1;2003.9
21.12.2023;24.12.2023 15:00;36403;-5.2;0;-4.7;1.4;1991
21.12.2023;24.12.2023 18:00;36403;-6.2;0;-4.3;0.9;2044.5
21.12.2023;24.12.2023 21:00;36403;-4.3;0;-4.9;1.7;2033.5
21.12.2023;25.12.2023 00:00;36403;-3.3;0;-5.2;2.5;2064.5
21.12.2023;25.12.2023 03:00;36403;-1.6;0;-6.3;3.4;2099.2
21.12.2023;25.12.2023 06:00;36403;0.9;0;-6.4;3.7;2107.3
21.12.2023;25.12.2023 09:00;36403;0.8;0;-5.8;3.6;2131.3
21.12.2023;25.12.2023 12:00;36403;-2.5;0;-5.9;3.2;2133.4
21.12.2023;25.12.2023 15:00;36403;-3.4;0;-6.3;2.3;2187.5
21.12.2023;25.12.2023 18:00;36403;-3.5;0;-6;2.6;2146
21.12.2023;25.12.2023 21:00;36403;-2.8;0;-7.5;3.1;2055
21.12.2023;26.12.2023 00:00;36403;-2.3;0;-6.3;2.9;1951.1
21.12.2023;26.12.2023 03:00;36403;-0.7;0;-6.9;2.9;1743.6
21.12.2023;26.12.2023 06:00;36403;1.9;0;-6.9;2.8;1466.4
21.12.2023;26.12.2023 09:00;36403;1.8;0;-5;1.7;1252.1
21.12.2023;26.12.2023 12:00;36403;0.7;0;-3.1;0.9;1439.7
21.12.2023;26.12.2023 15:00;36403;1.7;0;-2.1;5.3;1834.7
21.12.2023;26.12.2023 18:00;36403;1.6;1.1;0.8;7.1;2214
21.12.2023;26.12.2023 21:00;36403;-2.9;0;-0.6;4.3;2482.1
21.12.2023;27.12.2023 00:00;36403;-5.7;0;-3.6;1.8;2584.9
21.12.2023;27.12.2023 03:00;36403;-5.3;0;-2.9;4.1;2649.2
21.12.2023;27.12.2023 06:00;36403;-0.4;0;-2.6;5.2;2725.3
21.12.2023;27.12.2023 09:00;36403;0.7;0;-2;5.2;2788.9
21.12.2023;27.12.2023 12:00;36403;0.2;0;-2.2;6.7;2858.5
21.12.2023;27.12.2023 15:00;36403;-1.1;0;-3.1;7.1;2870.9
21.12.2023;27.12.2023 18:00;36403;-0.6;0;-3;7.7;2821.6
21.12.2023;27.12.2023 21:00;36403;-0.2;0;-3.8;7.9;2717.6
21.12.2023;28.12.2023 00:00;36403;0.1;0;-4.5;8.3;2634.9
21.12.2023;21.12.2023 00:00;36415;-11.2;0;-1.9;0.5;3533.5
21.12.2023;21.12.2023 03:00;36415;-14.2;0.1;-2.7;0.8;3556
21.12.2023;21.12.2023 06:00;36415;-9.6;0.3;-4.4;1.6;3527.9
21.12.2023;21.12.2023 09:00;36415;-8.9;0.3;-4.6;1.5;3397.9
21.12.2023;21.12.2023 12:00;36415;-10.1;1.8;-4.1;2.1;3381.4
21.12.2023;21.12.2023 15:00;36415;-12;1.4;-2.8;1.2;3410.2
21.12.2023;21.12.2023 18:00;36415;-12.3;1.5;-2.8;0.9;3440.1
21.12.2023;21.12.2023 21:00;36415;-13.4;0.4;-3.2;-1.4;3523
21.12.2023;22.12.2023 00:00;36415;-13;0.1;-3.4;-0.3;3508.8
21.12.2023;22.12.2023 03:00;36415;-9.3;0;-3;1.4;3529.2
21.12.2023;22.12.2023 06:00;36415;-8.1;0;-3.4;0.9;3428.4
21.12.2023;22.12.2023 09:00;36415;-8.2;0;-2.2;0.1;3287.8
21.12.2023;22.12.2023 12:00;36415;-9.8;0;-1.4;-0.5;3206.1
21.12.2023;22.12.2023 15:00;36415;-9.9;0;-2;0.6;3101.7
21.12.2023;22.12.2023 18:00;36415;-9.1;0;-1.9;-0.3;2929.1
21.12.2023;22.12.2023 21:00;36415;-8.3;0;-1.4;-0.6;2771.4
21.12.2023;23.12.2023 00:00;36415;-7.6;0;-1.7;-0.9;2599.5
21.12.2023;23.12.2023 03:00;36415;-6.8;0;-1;-1.9;2521.8
21.12.2023;23.12.2023 06:00;36415;-1.3;0;-0.9;-0.5;2392.1
21.12.2023;23.12.2023 09:00;36415;-0.6;0;-1.1;-0.6;2215.2
21.12.2023;23.12.2023 12:00;36415;-4.1;0;-1.9;-1.5;2146.9
21.12.2023;23.12.2023 15:00;36415;-4.3;0;-1.8;-1.8;2129.7
21.12.2023;23.12.2023 18:00;36415;-4.3;0;-1.7;-1.8;2104
21.12.2023;23.12.2023 21:00;36415;-4.2;0;-1.7;-1.4;2085.6
21.12.2023;24.12.2023 00:00;36415;-4.7;0;-1.5;-1.5;2068.9
21.12.2023;24.12.2023 03:00;36415;-4.3;0;-1.8;-1;2114.3
21.12.2023;24.12.2023 06:00;36415;-1.2;0;-1.9;-0.8;2119.2
21.12.2023;24.12.2023 09:00;36415;-1;0;-2.3;-0.2;1991.4
21.12.2023;24.12.2023 12:00;36415;-4;0;-1.3;-1.8;1993.8
21.12.2023;24.12.2023 15:00;36415;-4.9;0;-2.2;-1.4;2058.1
21.12.2023;24.12.2023 18:00;36415;-5.4;0;-2.3;-1.3;2051.3
21.12.2023;24.12.2023 21:00;36415;-5.7;0;-2.2;-1.1;2061.9
21.12.2023;25.12.2023 00:00;36415;-5.7;0;-2.3;-1.8;2114.3
21.12.2023;25.12.2023 03:00;36415;-5.2;0;-2.9;-0.4;2209.7
21.12.2023;25.12.2023 06:00;36415;-2;0;-3.3;0;2214
21.12.2023;25.12.2023 09:00;36415;-1.9;0;-2.5;0.9;2217.7
21.12.2023;25.12.2023 12:00;36415;-5;0;-3.2;-0.3;2284
21.12.2023;25.12.2023 15:00;36415;-5.8;0;-3;0.8;2318.1
21.12.2023;25.12.2023 18:00;36415;-6;0;-2.3;0.2;2279
21.12.2023;25.12.2023 21:00;36415;-5.2;0;-1.9;-1.1;2200.3
21.12.2023;26.12.2023 00:00;36415;-5;0;-2.4;-0.4;2052.1
21.12.2023;26.12.2023 03:00;36415;-3.7;0;-2.4;-0.3;1855.9
21.12.2023;26.12.2023 06:00;36415;0.6;0;-2.2;0.1;1575.9
21.12.2023;26.12.2023 09:00;36415;1.4;0;-2.9;1.3;1343.5
21.12.2023;26.12.2023 12:00;36415;-0.6;0;-1.7;1.1;1419.8
21.12.2023;26.12.2023 15:00;36415;0.5;0;1.4;3.6;1831.6
21.12.2023;26.12.2023 18:00;36415;-0.2;1.2;-1;5.7;2156.8
21.12.2023;26.12.2023 21:00;36415;-4.3;0;-0.7;2.4;2355.2
21.12.2023;27.12.2023 00:00;36415;-5.7;0;-2.4;-0.6;2480.2
21.12.2023;27.12.2023 03:00;36415;-7.4;0;-3.3;-0.3;2577.9
21.12.2023;27.12.2023 06:00;36415;-3.9;0;-2.9;0.2;2693.9
21.12.2023;27.12.2023 09:00;36415;-2.7;0;-2.9;0.6;2756.9
21.12.2023;27.12.2023 12:00;36415;-5.3;0;-1.7;3;2849.7
21.12.2023;27.12.2023 15:00;36415;-5.9;0;-1.9;2.2;2903.7
21.12.2023;27.12.2023 18:00;36415;-4.5;0;-1.6;2.2;2881
21.12.2023;27.12.2023 21:00;36415;-3.9;0.1;-2.2;2.6;2821.5
21.12.2023;28.12.2023 00:00;36415;-3;0;-1.8;3.3;2749.8
21.12.2023;21.12.2023 00:00;36439;-15.2;0;0.6;2.2;2040.1
21.12.2023;21.12.2023 03:00;36439;-17.9;0;-3.5;6;2038.6
21.12.2023;21.12.2023 06:00;36439;-13.7;0;-1.6;4.5;2071.7
21.12.2023;21.12.2023 09:00;36439;-15.6;0;-2.8;3.5;2032.5
21.12.2023;21.12.2023 12:00;36439;-14.8;0.2;-5.3;3.7;2032.7
21.12.2023;21.12.2023 15:00;36439;-15.6;0.2;-3.7;6.3;2033.7
21.12.2023;21.12.2023 18:00;36439;-16.2;0.4;-2.9;5.8;2041.1
21.12.2023;21.12.2023 21:00;36439;-16.7;0.2;-1.7;5.5;2099.4
21.12.2023;22.12.2023 00:00;36439;-16.8;0.1;-0.6;5.1;2114.4
21.12.2023;22.12.2023 03:00;36439;-15.1;0;-1.7;4.8;2149.9
21.12.2023;22.12.2023 06:00;36439;-9.7;0;-1.4;2;2121.1
21.12.2023;22.12.2023 09:00;36439;-9.9;0;-2.1;2.4;2061.6
21.12.2023;22.12.2023 12:00;36439;-11.3;0;-3.4;4.3;2067
21.12.2023;22.12.2023 15:00;36439;-10;0;-4.2;4.4;2039.3
21.12.2023;22.12.2023 18:00;36439;-9.1;0;-4.5;4.8;1957.3
21.12.2023;22.12.2023 21:00;36439;-8.1;0;-4.8;5.3;1883.4
21.12.2023;23.12.2023 00:00;36439;-7.2;0;-5.7;6;1826.1
21.12.2023;23.12.2023 03:00;36439;-6.3;0;-4.3;6.1;1787.9
21.12.2023;23.12.2023 06:00;36439;-3.1;0;-3;3.4;1745.9
21.12.2023;23.12.2023 09:00;36439;-4.6;0;-2.1;1.7;1669.4
21.12.2023;23.12.2023 12:00;36439;-6.8;0;-2.3;2.7;1625.8
21.12.2023;23.12.2023 15:00;36439;-7.5;0;-2.4;3;1609.9
21.12.2023;23.12.2023 18:00;36439;-7.9;0;-2.9;3.8;1569.7
21.12.2023;23.12.2023 21:00;36439;-8.1;0;-4;5.5;1528.7
21.12.2023;24.12.2023 00:00;36439;-8;0;-3.8;5.3;1490
21.12.2023;24.12.2023 03:00;36439;-6.9;0;-4;6.4;1477.1
21.12.2023;24.12.2023 06:00;36439;-3.4;0;-4.3;7;1467.3
21.12.2023;24.12.2023 09:00;36439;-3.7;0;-3.5;7.3;1394.2
21.12.2023;24.12.2023 12:00;36439;-6;0;-2.2;7.1;1372.1
21.12.2023;24.12.2023 15:00;36439;-6.2;0;-2.2;6.8;1395.4
21.12.2023;24.12.2023 18:00;36439;-6.4;0;-1.4;6;1360.4
21.12.2023;24.12.2023 21:00;36439;-6.6;0;-0.5;5.1;1397.3
21.12.2023;25.12.2023 00:00;36439;-6.2;0;-1.7;5.2;1392.2
21.12.2023;25.12.2023 03:00;36439;-5.9;0;0.4;5.4;1490.1
21.12.2023;25.12.2023 06:00;36439;-1.6;0;-0.5;2.7;1517.4
21.12.2023;25.12.2023 09:00;36439;-3;0;-1.9;4.2;1511.7
21.12.2023;25.12.2023 12:00;36439;-6.1;0;-1.4;4.6;1594.7
21.12.2023;25.12.2023 15:00;36439;-5.9;0;-1.8;5.1;1638.4
21.12.2023;25.12.2023 18:00;36439;-5.4;0;-1.4;4.5;1623.5
21.12.2023;25.12.2023 21:00;36439;-5.2;0;-1.6;4.4;1558.2
21.12.2023;26.12.2023 00:00;36439;-4.9;0;-2.9;3.5;1481.6
21.12.2023;26.12.2023 03:00;36439;-3.9;0;-4.4;3.1;1381.4
21.12.2023;26.12.2023 06:00;36439;0.2;0;-3.7;1.9;1212.2
21.12.2023;26.12.2023 09:00;36439;-1.8;0;-5.3;1.6;1100.2
21.12.2023;26.12.2023 12:00;36439;-3.5;0;-5.8;5.4;1113.9
21.12.2023;26.12.2023 15:00;36439;-3.3;0;-5;3.9;1330.1
21.12.2023;26.12.2023 18:00;36439;-3.8;0;-0.6;6.5;1529.3
21.12.2023;26.12.2023 21:00;36439;-6.2;0.2;-2.6;4.6;1582.5
21.12.2023;27.12.2023 00:00;36439;-6.7;0;-1.9;3.8;1638.1
21.12.2023;27.12.2023 03:00;36439;-8.1;0;-1.3;3.8;1707.5
21.12.2023;27.12.2023 06:00;36439;-5.8;0;-2.5;2.2;1775.3
21.12.2023;27.12.2023 09:00;36439;-7.6;0;-2.9;3.3;1840
21.12.2023;27.12.2023 12:00;36439;-8.5;0;-3.2;2.5;1977.4
21.12.2023;27.12.2023 15:00;36439;-11.3;0;-4.5;3.7;2014.4
21.12.2023;27.12.2023 18:00;36439;-11.2;0;-5.6;3.7;2003.3
21.12.2023;27.12.2023 21:00;36439;-10.6;0;-5.6;4;1968.4
21.12.2023;28.12.2023 00:00;36439;-9.7;0.1;-6.2;5;1942.7
21.12.2023;21.12.2023 00:00;36639;-10.3;0;-1.3;-1.3;3497.7
21.12.2023;21.12.2023 03:00;36639;-7.9;0;-2.4;-2.2;3479.2
21.12.2023;21.12.2023 06:00;36639;-6.1;0.1;-2.7;0.3;3439.8
21.12.2023;21.12.2023 09:00;36639;-6.2;0;-1.7;-0.9;3300
21.12.2023;21.12.2023 12:00;36639;-8.2;0;-1.9;-3.9;3294.1
21.12.2023;21.12.2023 15:00;36639;-7.6;0;-2.2;-3.9;3317.4
21.12.2023;21.12.2023 18:00;36639;-7.4;0;-2.3;-4.2;3269.6
21.12.2023;21.12.2023 21:00;36639;-6.2;0;-2.4;-3.8;3210.9
21.12.2023;22.12.2023 00:00;36639;-5.7;0;-2;-4.2;3087.2
21.12.2023;22.12.2023 03:00;36639;-4.6;0;-2.1;-4.9;3006.9
21.12.2023;22.12.2023 06:00;36639;-0.5;0;-2.2;-4.2;2833.6
21.12.2023;22.12.2023 09:00;36639;0.5;0;-2.5;-4.3;2566.3
21.12.2023;22.12.2023 12:00;36639;-0.3;0;-2.3;-6.9;2424.2
21.12.2023;22.12.2023 15:00;36639;0.5;0;-2.5;-7.2;2256.2
21.12.2023;22.12.2023 18:00;36639;0.7;0;-2.5;-7.3;2067.4
21.12.2023;22.12.2023 21:00;36639;0.6;0;-2.4;-7.7;1910.9
21.12.2023;23.12.2023 00:00;36639;0.4;0;-2;-6.6;1835.8
21.12.2023;23.12.2023 03:00;36639;0.1;0;-1.3;-5.7;1884.4
21.12.2023;23.12.2023 06:00;36639;2.6;0;-1.1;-3.9;1903.2
21.12.2023;23.12.2023 09:00;36639;3.1;0;-0.1;-2.9;1824.3
21.12.2023;23.12.2023 12:00;36639;0.5;0;-1;-4.5;1851.6
21.12.2023;23.12.2023 15:00;36639;-0.4;0;-0.9;-5;1898.4
21.12.2023;23.12.2023 18:00;36639;-0.7;0;-0.9;-5.2;1890.2
21.12.2023;23.12.2023 21:00;36639;-0.3;0;-1;-5.1;1888.4
21.12.2023;24.12.2023 00:00;36639;-0.7;0;-1.2;-5.2;1883.7
21.12.2023;24.12.2023 03:00;36639;0.1;0;-1.2;-5.2;1891.5
21.12.2023;24.12.2023 06:00;36639;2.8;0;-1.6;-4;1852.4
21.12.2023;24.12.2023 09:00;36639;2.6;0;-1.6;-3.8;1706.5
21.12.2023;24.12.2023 12:00;36639;0.3;0;-1.9;-5.1;1708.2
21.12.2023;24.12.2023 15:00;36639;0.3;0;-1.4;-5;1764.2
21.12.2023;24.12.2023 18:00;36639;0.3;0;-1.1;-5.1;1774.9
21.12.2023;24.12.2023 21:00;36639;0.9;0;-1.2;-4.8;1820.9
21.12.2023;25.12.2023 00:00;36639;0.7;0;-1.7;-4.7;1912.5
21.12.2023;25.12.2023 03:00;36639;1;0;-2.5;-4;2036.2
21.12.2023;25.12.2023 06:00;36639;1.8;0;-2.4;-3.5;2034.9
21.12.2023;25.12.2023 09:00;36639;1.1;0;-2.4;-4.1;1993.6
21.12.2023;25.12.2023 12:00;36639;1.8;0;-2;-5.4;1999.2
21.12.2023;25.12.2023 15:00;36639;1.9;0;-2.1;-5;2004.2
21.12.2023;25.12.2023 18:00;36639;1.7;0;-2.1;-5.3;1891
21.12.2023;25.12.2023 21:00;36639;2;0;-2.3;-5.6;1717.5
21.12.2023;26.12.2023 00:00;36639;2.6;0;-2.1;-6;1494.3
21.12.2023;26.12.2023 03:00;36639;3.3;0;-1.9;-6.1;1312.1
21.12.2023;26.12.2023 06:00;36639;4.2;0;-0.8;-4.9;1152.3
21.12.2023;26.12.2023 09:00;36639;6.6;0;0.1;-2.4;1221.5
21.12.2023;26.12.2023 12:00;36639;1.4;0;-0.5;2.1;1866.3
21.12.2023;26.12.2023 15:00;36639;-0.5;0.5;-1.7;-1.2;2277.8
21.12.2023;26.12.2023 18:00;36639;0.1;0.6;-0.5;-0.2;2395.2
21.12.2023;26.12.2023 21:00;36639;-3.4;0;-2.7;-3.2;2394.2
21.12.2023;27.12.2023 00:00;36639;-4.4;0;-1.9;-4.3;2454.3
21.12.2023;27.12.2023 03:00;36639;-4;0;-1.6;-4.3;2610.3
21.12.2023;27.12.2023 06:00;36639;0.3;0;-2.3;-2.8;2738.9
21.12.2023;27.12.2023 09:00;36639;-0.5;0;-2.8;-1.8;2776.7
21.12.2023;27.12.2023 12:00;36639;-2.9;0;-2.5;-3.6;2915.2
21.12.2023;27.12.2023 15:00;36639;-2.9;0;-2.4;-3.7;2980.5
21.12.2023;27.12.2023 18:00;36639;-1.9;0;-3;-2.6;2927.8
21.12.2023;27.12.2023 21:00;36639;-2.5;0;-3.1;-3.1;2863
21.12.2023;28.12.2023 00:00;36639;-2.1;0;-2.3;-3.9;2803.5
21.12.2023;21.12.2023 00:00;36729;-6.7;0;1;2.1;3854.3
21.12.2023;21.12.2023 03:00;36729;-7;0;-1.5;3.3;3823.4
21.12.2023;21.12.2023 06:00;36729;-3.6;0;-1.3;-1.3;3767
21.12.2023;21.12.2023 09:00;36729;-2.5;0;-3.7;-1.1;3611.8
21.12.2023;21.12.2023 12:00;36729;-5.1;0;-1.8;0.3;3593.7
21.12.2023;21.12.2023 15:00;36729;-4.5;0;-0.7;-0.3;3625.8
21.12.2023;21.12.2023 18:00;36729;-4.9;0;-1.1;-0.1;3557
21.12.2023;21.12.2023 21:00;36729;-5;0;-1.8;-0.9;3447.3
21.12.2023;22.12.2023 00:00;36729;-6.2;0;-3;-1.9;3302
21.12.2023;22.12.2023 03:00;36729;-3.8;0;-4.6;-1.9;3130.4
21.12.2023;22.12.2023 06:00;36729;0;0;-6.6;-3.2;2906.9
21.12.2023;22.12.2023 09:00;36729;0.6;0;-7.3;-3.3;2587.4
21.12.2023;22.12.2023 12:00;36729;0.6;0;-8.1;-4;2379.5
21.12.2023;22.12.2023 15:00;36729;1.2;0;-9.1;-4.4;2163.3
21.12.2023;22.12.2023 18:00;36729;1.4;0;-9.9;-4.5;1923.5
21.12.2023;22.12.2023 21:00;36729;1.1;0;-8.2;-3.6;1823.1
21.12.2023;23.12.2023 00:00;36729;0.2;0;-5.4;-1.6;1812.9
21.12.2023;23.12.2023 03:00;36729;0;0;-4.5;-0.5;1882.6
21.12.2023;23.12.2023 06:00;36729;2.1;0;-5.7;-1.1;1914.7
21.12.2023;23.12.2023 09:00;36729;2.1;0;-5.9;-1;1824.7
21.12.2023;23.12.2023 12:00;36729;0.7;0;-4.3;-0.1;1835.1
21.12.2023;23.12.2023 15:00;36729;0.9;0;-3.6;-0.1;1895.6
21.12.2023;23.12.2023 18:00;36729;0.7;0;-3.2;0;1936.5
21.12.2023;23.12.2023 21:00;36729;0.6;0;-2.8;0.8;1948.4
21.12.2023;24.12.2023 00:00;36729;0.9;0;-2.7;0.5;1927.2
21.12.2023;24.12.2023 03:00;36729;1.3;0;-2.6;0.2;1953
21.12.2023;24.12.2023 06:00;36729;2.6;0;-2.9;-0.9;1904.8
21.12.2023;24.12.2023 09:00;36729;2.2;0;-3.2;-1;1747.9
21.12.2023;24.12.2023 12:00;36729;1.7;0;-2.2;0.9;1736.4
21.12.2023;24.12.2023 15:00;36729;1.7;0;0.3;2.3;1801.4
21.12.2023;24.12.2023 18:00;36729;2.1;0;0.4;2.4;1866.2
21.12.2023;24.12.2023 21:00;36729;2.5;0;0.1;2.4;1927.2
21.12.2023;25.12.2023 00:00;36729;2.3;0;-0.3;2.5;2016.9
21.12.2023;25.12.2023 03:00;36729;2.6;0;-0.8;2.8;2121.1
21.12.2023;25.12.2023 06:00;36729;4.4;0;-2.2;1.1;2074.1
21.12.2023;25.12.2023 09:00;36729;4;0;-0.6;-1.5;2059.2
21.12.2023;25.12.2023 12:00;36729;3;0;-1.5;1.8;2069.5
21.12.2023;25.12.2023 15:00;36729;2.9;0;-0.4;2.8;2031.3
21.12.2023;25.12.2023 18:00;36729;2.9;0;-1.3;1.9;1869.3
21.12.2023;25.12.2023 21:00;36729;2.7;0;-2;0.8;1686.7
21.12.2023;26.12.2023 00:00;36729;1.5;0;-3.9;-0.5;1396
21.12.2023;26.12.2023 03:00;36729;2.1;0;-4.4;-0.7;1169.8
21.12.2023;26.12.2023 06:00;36729;3.9;0;-3.8;0.1;1034.2
21.12.2023;26.12.2023 09:00;36729;2.8;0;4.7;4.6;1487.6
21.12.2023;26.12.2023 12:00;36729;3.4;0;6.9;7.3;2150
21.12.2023;26.12.2023 15:00;36729;2.3;0.2;3.1;4.5;2538.1
21.12.2023;26.12.2023 18:00;36729;1.7;0;1.1;3;2585
21.12.2023;26.12.2023 21:00;36729;0.1;0;-2.9;0.4;2629.6
21.12.2023;27.12.2023 00:00;36729;-0.5;0;-1.4;-1.2;2669.9
21.12.2023;27.12.2023 03:00;36729;1;0;-0.4;0.3;2850.5
21.12.2023;27.12.2023 06:00;36729;3;0;0.2;1;3004.6
21.12.2023;27.12.2023 09:00;36729;2.9;0;-2;0.3;2981.4
21.12.2023;27.12.2023 12:00;36729;1.1;0;0.7;2;3112.2
21.12.2023;27.12.2023 15:00;36729;0.4;0;0;3.4;3203.9
21.12.2023;27.12.2023 18:00;36729;0.8;0;-1.2;3.2;3132.5
21.12.2023;27.12.2023 21:00;36729;0.8;0;-1.8;2;3040
21.12.2023;28.12.2023 00:00;36729;0.9;0;-1.5;2.6;2973.9
21.12.2023;21.12.2023 00:00;36806;-9.6;0;1.9;-0.2;3565
21.12.2023;21.12.2023 03:00;36806;-8.5;0;-3.2;1.9;3642.5
21.12.2023;21.12.2023 06:00;36806;-4.6;0;-3.4;2.3;3530.2
21.12.2023;21.12.2023 09:00;36806;-4.8;0;-3.7;3.9;3409.9
21.12.2023;21.12.2023 12:00;36806;-6.6;0;-5.1;3.2;3445.8
21.12.2023;21.12.2023 15:00;36806;-6.6;0;-4.5;3.6;3496.6
21.12.2023;21.12.2023 18:00;36806;-6.2;0;-3.9;4.4;3472.5
21.12.2023;21.12.2023 21:00;36806;-5.7;0;-4;4.6;3389.8
21.12.2023;22.12.2023 00:00;36806;-4.9;0;-4.5;4.1;3259.1
21.12.2023;22.12.2023 03:00;36806;-4.4;0;-4.9;4.9;3228.3
21.12.2023;22.12.2023 06:00;36806;-2.7;0;-7.1;7.3;3072.8
21.12.2023;22.12.2023 09:00;36806;-2.7;0;-7.6;8.3;2847.1
21.12.2023;22.12.2023 12:00;36806;-3.8;0;-8.5;9.7;2821.5
21.12.2023;22.12.2023 15:00;36806;-4;0;-9.8;10.5;2740.9
21.12.2023;22.12.2023 18:00;36806;-4;0;-9.6;11.5;2616.2
21.12.2023;22.12.2023 21:00;36806;-4.2;0;-10.5;12.2;2491.8
21.12.2023;23.12.2023 00:00;36806;-4.5;0;-10.8;13.1;2405
21.12.2023;23.12.2023 03:00;36806;-4.4;0;-10.3;12.6;2418.8
21.12.2023;23.12.2023 06:00;36806;-3.5;0;-9.9;12.2;2375.7
21.12.2023;23.12.2023 09:00;36806;-3.2;0;-8.9;11.3;2284.6
21.12.2023;23.12.2023 12:00;36806;-3.4;0;-8.8;9.7;2287.9
21.12.2023;23.12.2023 15:00;36806;-2.6;0;-8.3;8.8;2252.1
21.12.2023;23.12.2023 18:00;36806;-1.8;0;-7.2;8.9;2188.1
21.12.2023;23.12.2023 21:00;36806;-2;0;-6;7.4;2174.9
21.12.2023;24.12.2023 00:00;36806;-2.2;0;-5.1;5.3;2156.3
21.12.2023;24.12.2023 03:00;36806;-1.3;0;-4.7;5.4;2151.6
21.12.2023;24.12.2023 06:00;36806;0.8;0;-5.4;6;2070
21.12.2023;24.12.2023 09:00;36806;0.4;0;-5.3;5.8;1923.3
21.12.2023;24.12.2023 12:00;36806;-1.6;0;-4.8;5.1;1967.5
21.12.2023;24.12.2023 15:00;36806;-1.2;0;-4.5;5;1955.1
21.12.2023;24.12.2023 18:00;36806;-0.7;0;-4.4;4.8;1970.3
21.12.2023;24.12.2023 21:00;36806;-0.5;0;-4.5;4.7;2031.8
21.12.2023;25.12.2023 00:00;36806;-0.4;0;-4.5;4.7;2129.2
21.12.2023;25.12.2023 03:00;36806;0.8;0;-3.9;4.2;2245
21.12.2023;25.12.2023 06:00;36806;2.5;0;-4.5;3.9;2227.7
21.12.2023;25.12.2023 09:00;36806;2.7;0;-4.8;4.3;2156.6
21.12.2023;25.12.2023 12:00;36806;0.9;0;-4.5;4.3;2230.9
21.12.2023;25.12.2023 15:00;36806;1.1;0;-4.2;4.4;2250.1
21.12.2023;25.12.2023 18:00;36806;0.5;0;-4.2;4.7;2155.1
21.12.2023;25.12.2023 21:00;36806;0;0;-5.2;5.2;2002.8
21.12.2023;26.12.2023 00:00;36806;-0.1;0;-6.2;6.8;1850.3
21.12.2023;26.12.2023 03:00;36806;-0.1;0;-8.7;8.3;1730.3
21.12.2023;26.12.2023 06:00;36806;0.4;0;-9.7;9.6;1588.2
21.12.2023;26.12.2023 09:00;36806;0.8;0;-8;7.8;1580
21.12.2023;26.12.2023 12:00;36806;-0.2;0;-3.3;4.2;2076
21.12.2023;26.12.2023 15:00;36806;3;0;1.2;-3.1;2398.8
21.12.2023;26.12.2023 18:00;36806;1.8;0;1;-3.7;2452.4
21.12.2023;26.12.2023 21:00;36806;2.2;0;1.4;-1.9;2405.4
